	GCA_002918395	GCF_000409485	GCF_001500285	GSE85906_GcC1	GSE85906_OnM2	bgh_dh14_v4	bgt_96224_GCA_000418435	botrytis_cinerea_b05_GCF_000143535	erysiphe_necator_GCA_000798715	marssonina_brunnea_fsp_MBm1_GCF_000298775	oidiodendron_maius_GCA_000827325	phialocephala_subalpina_GCA_900073065	pseudogymnoascus_destructans_20631_GCF_000184105	res	rhynchosporium_commune_GCA_900074885	sclerotinia_sclerotium_1980_GCF_000146945
OG0020504								XP_001547336.1								
OG0020505								XP_001547347.1								
OG0020506								XP_001547352.1_BC1G_14235								
OG0020507								XP_001547357.1								
OG0020508								XP_001547367.1_BC1G_14250								
OG0020509								XP_001547368.1								
OG0020510								XP_001547374.1								
OG0020511								XP_001547375.1								
OG0020512								XP_001547381.1								
OG0020513								XP_001547384.1								
OG0020514								XP_001547386.1								
OG0020515								XP_001547392.1								
OG0020516								XP_001547393.1								
OG0020517								XP_001547394.1								
OG0020518								XP_001547404.1								
OG0020519								XP_001547405.1								
OG0020520								XP_001547406.1								
OG0020521								XP_001547408.1_BC1G_14035								
OG0020522								XP_001547409.1								
OG0020523								XP_001547411.1_BC1G_14038								
OG0020524								XP_001547417.1								
OG0020525								XP_001547420.1								
OG0020526								XP_001547421.1								
OG0020527								XP_001547422.1								
OG0020528								XP_001547423.1								
OG0020529								XP_001547425.1								
OG0020530								XP_001547431.1								
OG0020531								XP_001547432.1								
OG0020532								XP_001547446.1								
OG0020533								XP_001547447.1								
OG0020534								XP_001547448.1_BC1G_14183_								
OG0020535								XP_001547452.1								
OG0020536								XP_001547453.1								
OG0020537								XP_001547456.1								
OG0020538								XP_001547462.1								
OG0020539								XP_001547463.1								
OG0020540								XP_001547464.1								
OG0020541								XP_001547471.1								
OG0020542								XP_001547472.1								
OG0020543								XP_001547474.1								
OG0020544								XP_001547477.1								
OG0020545								XP_001547481.1								
OG0020546								XP_001547482.1								
OG0020547								XP_001547485.1								
OG0020548								XP_001547492.1								
OG0020549								XP_001547498.1								
OG0020550								XP_001547501.1								
OG0020551								XP_001547504.1								
OG0020552								XP_001547521.1								
OG0020553								XP_001547524.1								
OG0020554								XP_001547525.1								
OG0020555								XP_001547529.1								
OG0020556								XP_001547532.1								
OG0020557								XP_001547533.1_BC1G_13981								
OG0020558								XP_001547534.1								
OG0020559								XP_001547535.1								
OG0020560								XP_001547536.1								
OG0020561								XP_001547537.1								
OG0020562								XP_001547539.1								
OG0020563								XP_001547540.1								
OG0020564								XP_001547541.1								
OG0020565								XP_001547549.1								
OG0020566								XP_001547550.1								
OG0020567								XP_001547555.1								
OG0020568								XP_001547556.1								
OG0020569								XP_001547558.1								
OG0020570								XP_001547569.1								
OG0020571								XP_001547570.1								
OG0020572								XP_001547576.1								
OG0020573								XP_001547591.1								
OG0020574								XP_001547596.1								
OG0020575								XP_001547597.1								
OG0020576								XP_001547600.1								
OG0020577								XP_001547610.1								
OG0020578								XP_001547611.1								
OG0020579								XP_001547615.1								
OG0020580								XP_001547618.1								
OG0020581								XP_001547619.1								
OG0020582								XP_001547620.1								
OG0020583								XP_001547626.1								
OG0020584								XP_001547636.1								
OG0020585								XP_001547638.1								
OG0020586								XP_001547639.1								
OG0020587								XP_001547647.1								
OG0020588								XP_001547648.1								
OG0020589								XP_001547649.1								
OG0020590								XP_001547650.1								
OG0020591								XP_001547654.1								
OG0020592								XP_001547661.1								
OG0020593								XP_001547663.1								
OG0020594								XP_001547664.1								
OG0020595								XP_001547665.1								
OG0020596								XP_001547666.1								
OG0020597								XP_001547667.1								
OG0020598								XP_001547668.1								
OG0020599								XP_001547674.1								
OG0020600								XP_001547678.1								
OG0020601								XP_001547680.1_BC1G_13842								
OG0020602								XP_001547682.1								
OG0020603								XP_001547684.1								
OG0020604								XP_001547686.1								
OG0020605								XP_001547694.1								
OG0020606								XP_001547696.1_BC1G_13858								
OG0020607								XP_001547699.1								
OG0020608								XP_001547704.1								
OG0020609								XP_001547707.1								
OG0020610								XP_001547710.1								
OG0020611								XP_001547715.1								
OG0020612								XP_001547717.1								
OG0020613								XP_001547718.1								
OG0020614								XP_001547721.1								
OG0020615								XP_001547722.1								
OG0020616								XP_001547733.1								
OG0020617								XP_001547737.1								
OG0020618								XP_001547739.1								
OG0020619								XP_001547741.1								
OG0020620								XP_001547742.1_BC1G_13772								
OG0020621								XP_001547744.1								
OG0020622								XP_001547745.1								
OG0020623								XP_001547746.1								
OG0020624								XP_001547751.1								
OG0020625								XP_001547752.1_BC1G_13782								
OG0020626								XP_001547754.1_BC1G_13784								
OG0020627								XP_001547761.1								
OG0020628								XP_001547764.1								
OG0020629								XP_001547766.1								
OG0020630								XP_001547767.1								
OG0020631								XP_001547775.1								
OG0020632								XP_001547778.1								
OG0020633								XP_001547779.1								
OG0020634								XP_001547783.1								
OG0020635								XP_001547785.1								
OG0020636								XP_001547788.1								
OG0020637								XP_001547789.1								
OG0020638								XP_001547797.1								
OG0020639								XP_001547802.1								
OG0020640								XP_001547804.1								
OG0020641								XP_001547814.1								
OG0020642								XP_001547820.1								
OG0020643								XP_001547824.1								
OG0020644								XP_001547825.1_BC1G_13601								
OG0020645								XP_001547828.1								
OG0020646								XP_001547833.1								
OG0020647								XP_001547836.1_BC1G_13612								
OG0020648								XP_001547837.1_BC1G_13613								
OG0020649								XP_001547842.1								
OG0020650								XP_001547843.1								
OG0020651								XP_001547844.1								
OG0020652								XP_001547845.1								
OG0020653								XP_001547847.1_BC1G_13623								
OG0020654								XP_001547850.1								
OG0020655								XP_001547857.1								
OG0020656								XP_001547858.1								
OG0020657								XP_001547860.1								
OG0020658								XP_001547861.1								
OG0020659								XP_001547865.1								
OG0020660								XP_001547866.1								
OG0020661								XP_001547869.1								
OG0020662								XP_001547870.1								
OG0020663								XP_001547871.1								
OG0020664								XP_001547878.1								
OG0020665								XP_001547886.1								
OG0020666								XP_001547887.1								
OG0020667								XP_001547888.1								
OG0020668								XP_001547895.1								
OG0020669								XP_001547896.1								
OG0020670								XP_001547904.1								
OG0020671								XP_001547908.1								
OG0020672								XP_001547910.1								
OG0020673								XP_001547914.1								
OG0020674								XP_001547919.1_BC1G_13347								
OG0020675								XP_001547920.1_BC1G_13348								
OG0020676								XP_001547921.1								
OG0020677								XP_001547927.1								
OG0020678								XP_001547928.1								
OG0020679								XP_001547931.1								
OG0020680								XP_001547932.1								
OG0020681								XP_001547936.1								
OG0020682								XP_001547937.1_BC1G_13365								
OG0020683								XP_001547941.1								
OG0020684								XP_001547944.1								
OG0020685								XP_001547956.1_BC1G_13647								
OG0020686								XP_001547958.1								
OG0020687								XP_001547959.1								
OG0020688								XP_001547964.1								
OG0020689								XP_001547969.1								
OG0020690								XP_001547971.1								
OG0020691								XP_001547973.1_BC1G_13664								
OG0020692								XP_001547974.1_BC1G_13665								
OG0020693								XP_001547979.1								
OG0020694								XP_001547991.1								
OG0020695								XP_001547993.1								
OG0020696								XP_001547994.1								
OG0020697								XP_001548000.1								
OG0020698								XP_001548002.1_BC1G_13508								
OG0020699								XP_001548005.1								
OG0020700								XP_001548007.1								
OG0020701								XP_001548011.1								
OG0020702								XP_001548015.1								
OG0020703								XP_001548018.1								
OG0020704								XP_001548021.1								
OG0020705								XP_001548023.1								
OG0020706								XP_001548024.1								
OG0020707								XP_001548025.1								
OG0020708								XP_001548026.1								
OG0020709								XP_001548027.1								
OG0020710								XP_001548036.1_BC1G_13413								
OG0020711								XP_001548037.1								
OG0020712								XP_001548045.1								
OG0020713								XP_001548048.1								
OG0020714								XP_001548057.1								
OG0020715								XP_001548058.1								
OG0020716								XP_001548059.1								
OG0020717								XP_001548064.1								
OG0020718								XP_001548066.1_BC1G_13443								
OG0020719								XP_001548069.1								
OG0020720								XP_001548071.1								
OG0020721								XP_001548074.1								
OG0020722								XP_001548076.1								
OG0020723								XP_001548077.1								
OG0020724								XP_001548083.1								
OG0020725								XP_001548084.1								
OG0020726								XP_001548087.1								
OG0020727								XP_001548089.1								
OG0020728								XP_001548090.1								
OG0020729								XP_001548091.1								
OG0020730								XP_001548095.1_BC1G_13240								
OG0020731								XP_001548107.1								
OG0020732								XP_001548110.1_BC1G_13255								
OG0020733								XP_001548112.1								
OG0020734								XP_001548123.1								
OG0020735								XP_001548125.1								
OG0020736								XP_001548128.1								
OG0020737								XP_001548130.1								
OG0020738								XP_001548131.1								
OG0020739								XP_001548132.1								
OG0020740								XP_001548133.1								
OG0020741								XP_001548134.1								
OG0020742								XP_001548135.1								
OG0020743								XP_001548137.1								
OG0020744								XP_001548138.1								
OG0020745								XP_001548147.1								
OG0020746								XP_001548148.1								
OG0020747								XP_001548155.1								
OG0020748								XP_001548156.1								
OG0020749								XP_001548157.1								
OG0020750								XP_001548165.1								
OG0020751								XP_001548166.1								
OG0020752								XP_001548167.1								
OG0020753								XP_001548168.1								
OG0020754								XP_001548170.1								
OG0020755								XP_001548172.1_BC1G_13215								
OG0020756								XP_001548173.1								
OG0020757								XP_001548177.1								
OG0020758								XP_001548178.1								
OG0020759								XP_001548186.1								
OG0020760								XP_001548188.1								
OG0020761								XP_001548190.1								
OG0020762								XP_001548201.1								
OG0020763								XP_001548204.1								
OG0020764								XP_001548205.1								
OG0020765								XP_001548206.1								
OG0020766								XP_001548208.1_BC1G_13398								
OG0020767								XP_001548209.1								
OG0020768								XP_001548212.1								
OG0020769								XP_001548213.1								
OG0020770								XP_001548214.1								
OG0020771								XP_001548215.1								
OG0020772								XP_001548216.1								
OG0020773								XP_001548218.1								
OG0020774								XP_001548224.1								
OG0020775								XP_001548225.1								
OG0020776								XP_001548228.1								
OG0020777								XP_001548234.1								
OG0020778								XP_001548235.1								
OG0020779								XP_001548236.1								
OG0020780								XP_001548243.1_BC1G_13079								
OG0020781								XP_001548247.1								
OG0020782								XP_001548248.1								
OG0020783								XP_001548249.1_BC1G_13085								
